"Year...Month","Event","Deaths","Injured","Houses.Destroyed","Houses.Damaged","Directly.affected","Indirectly.Affected","Country","Category","Country_ID","Category_ID"
"1974/02","FIRE",3,5,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1974/02","FLOOD",3,5,10,60,153,1000,"Colombia","Natural - Hydrological",4,7
"1974/02","LANDSLIDE",8,5,1,60,153,625,"Colombia","Natural - Geological",4,6
"1974/02","PLAGUE",3,5,12,60,153,625,"Colombia","Biological - Epidemics",4,1
"1974/02","RAIN",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1974/02","SPATE",3,5,12,60,153,625,"Colombia","Other",4,9
"1974/02","STRONGWIND",4,5,51,60,500,625,"Colombia","Natural - Meteorological",4,8
"1974/03","ACCIDENT",6,14,12,60,153,625,"Colombia","Man-made - Transportation",4,5
"1974/03","EXPLOSION",2,1,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1974/03","FIRE",3,5,6,60,38,625,"Colombia","Man-made - Fire and Explosions",4,3
"1974/03","FLOOD",1,5,23,60,981,80,"Colombia","Natural - Hydrological",4,7
"1974/03","LANDSLIDE",8,2,6,60,34,625,"Colombia","Natural - Geological",4,6
"1974/03","PLAGUE",3,5,12,60,153,625,"Colombia","Biological - Epidemics",4,1
"1974/03","RAIN",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1974/03","SPATE",10,5,675,60,34,4000,"Colombia","Other",4,9
"1974/03","STRONGWIND",3,15,69,60,153,200,"Colombia","Natural - Meteorological",4,8
"1974/03","STRUCTURE",3,3,1,60,153,625,"Colombia","Other",4,9
"1974/03","SURGE",3,5,12,60,153,625,"Colombia","Natural - Hydrological",4,7
"1974/04","EARTHQUAKE",3,2,64,30,153,625,"Colombia","Natural - Geological",4,6
"1974/04","FIRE",7,18,3,60,19,625,"Colombia","Man-made - Fire and Explosions",4,3
"1974/04","FLOOD",6,4,59,60,414,625,"Colombia","Natural - Hydrological",4,7
"1974/04","INTOXICACION",4,104,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1974/04","LANDSLIDE",3,5,12,60,153,625,"Colombia","Natural - Geological",4,6
"1974/04","SPATE",3,5,12,60,153,625,"Colombia","Other",4,9
"1974/04","STORM",2,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1974/04","STRONGWIND",23,2,100,60,153,625,"Colombia","Natural - Meteorological",4,8
"1974/04","STRUCTURE",3,5,12,60,153,625,"Colombia","Other",4,9
"1974/05","EXPLOSION",3,2,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1974/05","FIRE",3,4,6,60,37,625,"Colombia","Man-made - Fire and Explosions",4,3
"1974/05","FLOOD",4,5,1,60,913,3100,"Colombia","Natural - Hydrological",4,7
"1974/05","INTOXICACION",5,5,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1974/05","LANDSLIDE",1,5,2,60,14,625,"Colombia","Natural - Geological",4,6
"1974/05","PLAGUE",3,5,12,60,153,625,"Colombia","Biological - Epidemics",4,1
"1974/05","RAIN",3,5,1,16,16,90,"Colombia","Natural - Meteorological",4,8
"1974/05","SPATE",3,5,10,60,50,625,"Colombia","Other",4,9
"1974/05","STORM",3,5,12,15,93,625,"Colombia","Natural - Meteorological",4,8
"1974/05","STRONGWIND",3,5,12,2,153,625,"Colombia","Natural - Meteorological",4,8
"1974/05","STRUCTURE",3,5,12,60,153,625,"Colombia","Other",4,9
"1974/05","SURGE",4,5,12,60,153,625,"Colombia","Natural - Hydrological",4,7
"1974/06","ACCIDENT",4,5,12,60,153,625,"Colombia","Man-made - Transportation",4,5
"1974/06","EARTHQUAKE",7,5,12,60,153,625,"Colombia","Natural - Geological",4,6
"1974/06","EXPLOSION",1,13,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1974/06","FIRE",3,5,1,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1974/06","FLOOD",3,5,12,60,153,625,"Colombia","Natural - Hydrological",4,7
"1974/06","INTOXICACION",3,100,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1974/06","LANDSLIDE",300,1,12,60,153,625,"Colombia","Natural - Geological",4,6
"1974/06","RAIN",3,5,12,60,130,625,"Colombia","Natural - Meteorological",4,8
"1974/06","SPATE",3,28,5,27,324,625,"Colombia","Other",4,9
"1974/07","ACCIDENT",1,5,12,60,153,625,"Colombia","Man-made - Transportation",4,5
"1974/07","EARTHQUAKE",7,5,21,60,153,625,"Colombia","Natural - Geological",4,6
"1974/07","EXPLOSION",3,5,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1974/07","FIRE",3,2,20,60,124,625,"Colombia","Man-made - Fire and Explosions",4,3
"1974/07","FLOOD",3,5,15,60,153,625,"Colombia","Natural - Hydrological",4,7
"1974/07","HAILSTORM",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1974/07","INTOXICACION",6,37,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1974/07","LANDSLIDE",3,5,12,60,153,625,"Colombia","Natural - Geological",4,6
"1974/07","PLAGUE",3,5,12,60,153,625,"Colombia","Biological - Epidemics",4,1
"1974/07","POLLUTION",5,3,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1974/07","RAIN",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1974/07","SPATE",3,5,26,60,153,830,"Colombia","Other",4,9
"1974/07","STORM",11,5,50,60,153,625,"Colombia","Natural - Meteorological",4,8
"1974/07","STRONGWIND",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1974/08","EXPLOSION",3,5,3,60,23,625,"Colombia","Man-made - Fire and Explosions",4,3
"1974/08","FIRE",3,5,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1974/08","FLOOD",3,5,12,60,1260,625,"Colombia","Natural - Hydrological",4,7
"1974/08","FORESTFIRE",3,5,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1974/08","LANDSLIDE",3,5,6,60,34,625,"Colombia","Natural - Geological",4,6
"1974/08","RAIN",1,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1974/08","STORM",2,3,10,60,70,625,"Colombia","Natural - Meteorological",4,8
"1974/08","STRONGWIND",3,20,260,60,1638,625,"Colombia","Natural - Meteorological",4,8
"1974/09","EARTHQUAKE",4,3,2,60,153,625,"Colombia","Natural - Geological",4,6
"1974/09","EXPLOSION",3,5,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1974/09","FIRE",3,1,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1974/09","FLOOD",3,5,30,60,196,19,"Colombia","Natural - Hydrological",4,7
"1974/09","INTOXICACION",3,40,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1974/09","LANDSLIDE",50,5,30,60,153,625,"Colombia","Natural - Geological",4,6
"1974/09","RAIN",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1974/09","SPATE",3,5,12,60,153,625,"Colombia","Other",4,9
"1974/09","STORM",1,5,15,60,105,625,"Colombia","Natural - Meteorological",4,8
"1974/09","STRONGWIND",3,5,12,20,176,625,"Colombia","Natural - Meteorological",4,8
"1974/09","STRUCTURE",4,4,12,60,153,625,"Colombia","Other",4,9
"1974/10","ACCIDENT",4,5,12,60,153,625,"Colombia","Man-made - Transportation",4,5
"1974/10","FIRE",3,5,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1974/10","FLOOD",1,5,12,60,512,15075,"Colombia","Natural - Hydrological",4,7
"1974/10","INTOXICACION",1,3,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1974/10","LANDSLIDE",54,10,19,60,49,40,"Colombia","Natural - Geological",4,6
"1974/10","RAIN",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1974/10","SPATE",3,5,12,60,153,625,"Colombia","Other",4,9
"1974/10","STORM",2,2,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1974/10","SURGE",2,5,18,60,103,625,"Colombia","Natural - Hydrological",4,7
"1974/11","FLOOD",3,3,153,240,371,28250,"Colombia","Natural - Hydrological",4,7
"1974/11","INTOXICACION",3,5,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1974/11","LANDSLIDE",135,12,9,60,254,625,"Colombia","Natural - Geological",4,6
"1974/11","RAIN",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1974/11","SPATE",4,5,12,60,153,625,"Colombia","Other",4,9
"1974/12","ACCIDENT",3,5,12,60,153,625,"Colombia","Man-made - Transportation",4,5
"1974/12","FIRE",3,5,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1974/12","FLOOD",2,5,5,60,26,1140,"Colombia","Natural - Hydrological",4,7
"1974/12","LANDSLIDE",26,5,4,12,153,625,"Colombia","Natural - Geological",4,6
"1974/12","PLAGUE",3,5,12,60,153,625,"Colombia","Biological - Epidemics",4,1
"1974/12","POLLUTION",3,5,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1974/12","SPATE",3,5,12,60,153,625,"Colombia","Other",4,9
"1975/01","BIOLOGICAL",3,5,12,60,153,625,"Colombia","Biological - Epidemics",4,1
"1975/01","DROUGHT",3,5,12,60,153,625,"Colombia","Other",4,9
"1975/01","FIRE",3,16,1,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1975/01","FROST",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1975/01","LANDSLIDE",3,5,12,60,153,625,"Colombia","Natural - Geological",4,6
"1975/02","ACCIDENT",6,5,12,60,153,625,"Colombia","Man-made - Transportation",4,5
"1975/02","ELECTRICSTORM",1,2,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1975/02","FIRE",3,5,7,60,44,625,"Colombia","Man-made - Fire and Explosions",4,3
"1975/02","FLOOD",3,5,12,60,153,625,"Colombia","Natural - Hydrological",4,7
"1975/02","INTOXICACION",6,6,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1975/02","LANDSLIDE",39,30,11,60,40,625,"Colombia","Natural - Geological",4,6
"1975/02","RAIN",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1975/02","SPATE",7,15,12,60,153,625,"Colombia","Other",4,9
"1975/02","STORM",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1975/02","STRONGWIND",3,5,20,6,153,625,"Colombia","Natural - Meteorological",4,8
"1975/03","BIOLOGICAL",3,5,12,60,153,625,"Colombia","Biological - Epidemics",4,1
"1975/03","EXPLOSION",2,6,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1975/03","FIRE",3,12,103,60,755,625,"Colombia","Man-made - Fire and Explosions",4,3
"1975/03","FLOOD",1,1,256,100,4344,620,"Colombia","Natural - Hydrological",4,7
"1975/03","HAILSTORM",3,3,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1975/03","INTOXICACION",3,31,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1975/03","LANDSLIDE",4,17,5,60,12,625,"Colombia","Natural - Geological",4,6
"1975/03","POLLUTION",3,5,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1975/03","RAIN",1,1,1,2,6,625,"Colombia","Natural - Meteorological",4,8
"1975/03","SPATE",4,5,1,60,153,625,"Colombia","Other",4,9
"1975/03","STORM",3,5,10,60,153,625,"Colombia","Natural - Meteorological",4,8
"1975/03","STRONGWIND",3,5,34,50,61,625,"Colombia","Natural - Meteorological",4,8
"1975/04","EARTHQUAKE",3,5,20,60,153,625,"Colombia","Natural - Geological",4,6
"1975/04","EXPLOSION",3,3,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1975/04","FIRE",3,5,12,1,74,625,"Colombia","Man-made - Fire and Explosions",4,3
"1975/04","HEATWAVE",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1975/04","RAIN",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1975/04","SPATE",3,5,63,60,188,625,"Colombia","Other",4,9
"1975/05","BIOLOGICAL",3,5,12,60,153,625,"Colombia","Biological - Epidemics",4,1
"1975/05","EXPLOSION",2,5,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1975/05","FIRE",3,5,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1975/05","FLOOD",2,5,20,60,136,625,"Colombia","Natural - Hydrological",4,7
"1975/05","INTOXICACION",4,14,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1975/05","LANDSLIDE",1,1,12,60,153,625,"Colombia","Natural - Geological",4,6
"1975/05","RAIN",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1975/05","SPATE",29,5,52,60,310,2500,"Colombia","Other",4,9
"1975/05","STRONGWIND",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1975/06","ELECTRICSTORM",8,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1975/06","EXPLOSION",3,6,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1975/06","FIRE",1,5,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1975/06","FLOOD",22,3,18,60,552,85,"Colombia","Natural - Hydrological",4,7
"1975/06","HAILSTORM",3,5,15,60,96,625,"Colombia","Natural - Meteorological",4,8
"1975/06","INTOXICACION",4,53,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1975/06","LANDSLIDE",3,5,12,60,153,625,"Colombia","Natural - Geological",4,6
"1975/06","RAIN",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1975/06","SPATE",3,1,2,60,153,121,"Colombia","Other",4,9
"1975/06","STRONGWIND",3,5,18,12,153,625,"Colombia","Natural - Meteorological",4,8
"1975/07","BIOLOGICAL",3,5,12,60,153,625,"Colombia","Biological - Epidemics",4,1
"1975/07","FIRE",3,2,1,1,7,625,"Colombia","Man-made - Fire and Explosions",4,3
"1975/07","FLOOD",1,5,24,60,4212,8100,"Colombia","Natural - Hydrological",4,7
"1975/07","INTOXICACION",3,9,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1975/07","LANDSLIDE",13,3,11,60,292,250,"Colombia","Natural - Geological",4,6
"1975/07","SPATE",10,5,12,60,153,625,"Colombia","Other",4,9
"1975/08","BIOLOGICAL",3,5,12,60,153,625,"Colombia","Biological - Epidemics",4,1
"1975/08","EXPLOSION",2,3,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1975/08","FIRE",3,10,3,20,19,124,"Colombia","Man-made - Fire and Explosions",4,3
"1975/08","FLOOD",3,5,2,60,13,625,"Colombia","Natural - Hydrological",4,7
"1975/08","INTOXICACION",4,5,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1975/08","LANDSLIDE",2,5,2,60,10,100,"Colombia","Natural - Geological",4,6
"1975/08","RAIN",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1975/08","SPATE",2,5,50,500,310,625,"Colombia","Other",4,9
"1975/08","STORM",2,1,5,60,35,625,"Colombia","Natural - Meteorological",4,8
"1975/08","STRONGWIND",2,3,12,10,153,197,"Colombia","Natural - Meteorological",4,8
"1975/09","EXPLOSION",3,5,1,60,5,625,"Colombia","Man-made - Fire and Explosions",4,3
"1975/09","FIRE",3,5,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1975/09","FLOOD",3,2,3,7,19,2350,"Colombia","Natural - Hydrological",4,7
"1975/09","INTOXICACION",3,120,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1975/09","LANDSLIDE",6,6,2,60,11,625,"Colombia","Natural - Geological",4,6
"1975/09","POLLUTION",2,5,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1975/09","RAIN",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1975/09","STRONGWIND",3,5,55,60,175,625,"Colombia","Natural - Meteorological",4,8
"1975/09","SURGE",3,5,12,60,153,625,"Colombia","Natural - Hydrological",4,7
"1975/10","ELECTRICSTORM",1,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1975/10","EXPLOSION",3,9,2,2,153,14,"Colombia","Man-made - Fire and Explosions",4,3
"1975/10","FIRE",3,5,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1975/10","FLOOD",3,5,42,630,265,8851,"Colombia","Natural - Hydrological",4,7
"1975/10","INTOXICACION",3,5,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1975/10","LANDSLIDE",3,5,20,60,145,625,"Colombia","Natural - Geological",4,6
"1975/10","RAIN",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1975/10","SPATE",1,5,12,60,153,625,"Colombia","Other",4,9
"1975/10","STRONGWIND",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1975/10","STRUCTURE",10,105,12,60,153,625,"Colombia","Other",4,9
"1975/11","EXPLOSION",3,10,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1975/11","FIRE",2,28,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1975/11","FLOOD",3,5,239,1298,2010,9981,"Colombia","Natural - Hydrological",4,7
"1975/11","INTOXICACION",1,4,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1975/11","LANDSLIDE",12,4,146,24,396,329,"Colombia","Natural - Geological",4,6
"1975/11","RAIN",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1975/11","SPATE",4,5,741,167,5041,1136,"Colombia","Other",4,9
"1975/11","STRUCTURE",3,5,12,6,153,120000,"Colombia","Other",4,9
"1975/12","EXPLOSION",3,25,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1975/12","FIRE",1,4,7,60,19,625,"Colombia","Man-made - Fire and Explosions",4,3
"1975/12","FLOOD",3,30,36,762,1010,5007,"Colombia","Natural - Hydrological",4,7
"1975/12","INTOXICACION",4,5,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1975/12","LANDSLIDE",26,6,9,300,192,2274,"Colombia","Natural - Geological",4,6
"1975/12","RAIN",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1975/12","SPATE",3,5,12,60,153,200,"Colombia","Other",4,9
"1975/12","STRONGWIND",3,5,12,60,100,625,"Colombia","Natural - Meteorological",4,8
"1975/12","STRUCTURE",3,9,12,60,153,625,"Colombia","Other",4,9
"1976/01","EXPLOSION",4,5,12,3,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1976/01","FIRE",3,1,3,1,19,625,"Colombia","Man-made - Fire and Explosions",4,3
"1976/01","FLOOD",3,5,12,60,153,150,"Colombia","Natural - Hydrological",4,7
"1976/01","LANDSLIDE",3,5,15,60,10,90,"Colombia","Natural - Geological",4,6
"1976/01","SPATE",3,5,12,60,153,625,"Colombia","Other",4,9
"1976/01","SURGE",3,5,25,24,149,625,"Colombia","Natural - Hydrological",4,7
"1976/02","EXPLOSION",4,5,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1976/02","FIRE",3,2,47,60,361,625,"Colombia","Man-made - Fire and Explosions",4,3
"1976/02","FLOOD",3,5,12,60,153,625,"Colombia","Natural - Hydrological",4,7
"1976/02","INTOXICACION",5,200,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1976/02","POLLUTION",3,5,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1976/02","SPATE",3,5,12,60,153,625,"Colombia","Other",4,9
"1976/02","STRUCTURE",3,5,12,60,153,625,"Colombia","Other",4,9
"1976/03","FIRE",5,5,7,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1976/03","FLOOD",3,5,20,300,153,1860,"Colombia","Natural - Hydrological",4,7
"1976/03","FORESTFIRE",3,5,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1976/03","LANDSLIDE",14,2,1,60,153,625,"Colombia","Natural - Geological",4,6
"1976/03","POLLUTION",3,5,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1976/03","SPATE",3,5,12,60,153,625,"Colombia","Other",4,9
"1976/03","STRONGWIND",3,8,12,60,305,625,"Colombia","Natural - Meteorological",4,8
"1976/04","ELECTRICSTORM",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1976/04","FIRE",3,5,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1976/04","FLOOD",3,5,70,60,62,3900,"Colombia","Natural - Hydrological",4,7
"1976/04","INTOXICACION",3,20,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1976/04","LANDSLIDE",3,5,21,60,153,180,"Colombia","Natural - Geological",4,6
"1976/04","PLAGUE",3,5,12,60,153,625,"Colombia","Biological - Epidemics",4,1
"1976/04","SPATE",34,5,80,60,153,1600,"Colombia","Other",4,9
"1976/04","STORM",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1976/05","EARTHQUAKE",3,1,1,60,153,500,"Colombia","Natural - Geological",4,6
"1976/05","FIRE",3,4,12,3,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1976/05","FLOOD",3,5,75,60,5151,20750,"Colombia","Natural - Hydrological",4,7
"1976/05","INTOXICACION",2,5,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1976/05","LANDSLIDE",29,20,74,60,140,625,"Colombia","Natural - Geological",4,6
"1976/05","POLLUTION",3,50,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1976/05","RAIN",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1976/05","SNOWSTORM",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1976/05","SPATE",3,5,12,60,153,625,"Colombia","Other",4,9
"1976/05","STORM",1,5,20,60,200,625,"Colombia","Natural - Meteorological",4,8
"1976/05","STRONGWIND",3,5,12,50,153,315,"Colombia","Natural - Meteorological",4,8
"1976/05","STRUCTURE",3,5,12,60,153,625,"Colombia","Other",4,9
"1976/05","SURGE",3,5,23,60,153,625,"Colombia","Natural - Hydrological",4,7
"1976/06","EXPLOSION",2,8,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1976/06","FIRE",3,5,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1976/06","FLOOD",1,5,9,60,85,625,"Colombia","Natural - Hydrological",4,7
"1976/06","LANDSLIDE",3,5,12,60,153,625,"Colombia","Natural - Geological",4,6
"1976/06","SPATE",1,5,10,60,153,625,"Colombia","Other",4,9
"1976/06","STRONGWIND",3,5,12,50,426,600,"Colombia","Natural - Meteorological",4,8
"1976/06","SURGE",3,5,12,60,153,625,"Colombia","Natural - Hydrological",4,7
"1976/07","EARTHQUAKE",3,5,12,2,153,625,"Colombia","Natural - Geological",4,6
"1976/07","EXPLOSION",3,7,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1976/07","FIRE",2,2,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1976/07","FLOOD",3,5,590,60,2680,5360,"Colombia","Natural - Hydrological",4,7
"1976/07","HEATWAVE",1,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1976/07","INTOXICACION",3,17,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1976/07","LANDSLIDE",8,5,12,60,153,625,"Colombia","Natural - Geological",4,6
"1976/07","POLLUTION",3,5,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1976/07","STORM",3,3,12,60,30,625,"Colombia","Natural - Meteorological",4,8
"1976/07","STRONGWIND",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1976/08","DROUGHT",3,5,12,60,153,625,"Colombia","Other",4,9
"1976/08","EARTHQUAKE",3,5,12,60,153,625,"Colombia","Natural - Geological",4,6
"1976/08","ELECTRICSTORM",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1976/08","EXPLOSION",1,9,1,2,15,625,"Colombia","Man-made - Fire and Explosions",4,3
"1976/08","FIRE",3,3,69,1,461,625,"Colombia","Man-made - Fire and Explosions",4,3
"1976/08","FLOOD",3,5,12,60,2000,625,"Colombia","Natural - Hydrological",4,7
"1976/08","FORESTFIRE",3,2,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1976/08","FROST",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1976/08","HAILSTORM",3,5,12,60,50,625,"Colombia","Natural - Meteorological",4,8
"1976/08","INTOXICACION",3,5,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1976/08","LANDSLIDE",3,5,12,60,153,625,"Colombia","Natural - Geological",4,6
"1976/08","RAIN",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1976/08","STORM",4,4,12,100,84,630,"Colombia","Natural - Meteorological",4,8
"1976/08","STRONGWIND",3,1,1,60,153,10,"Colombia","Natural - Meteorological",4,8
"1976/08","STRUCTURE",3,2,1,60,153,625,"Colombia","Other",4,9
"1976/09","DROUGHT",3,5,12,60,153,625,"Colombia","Other",4,9
"1976/09","ELECTRICSTORM",1,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1976/09","EXPLOSION",7,4,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1976/09","FIRE",1,10,11,60,70,625,"Colombia","Man-made - Fire and Explosions",4,3
"1976/09","FLOOD",3,1,1,60,153,625,"Colombia","Natural - Hydrological",4,7
"1976/09","FORESTFIRE",3,5,12,60,620,625,"Colombia","Man-made - Fire and Explosions",4,3
"1976/09","INTOXICACION",3,4,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1976/09","LANDSLIDE",2,5,1,15,64,625,"Colombia","Natural - Geological",4,6
"1976/09","POLLUTION",3,5,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1976/09","RAIN",1,3,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1976/09","SPATE",3,5,12,60,153,625,"Colombia","Other",4,9
"1976/09","STORM",3,5,18,22,300,625,"Colombia","Natural - Meteorological",4,8
"1976/09","STRONGWIND",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1976/10","ERUPTION",3,5,10,60,153,40,"Colombia","Other",4,9
"1976/10","EXPLOSION",3,1,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1976/10","FIRE",3,1,8,60,54,15,"Colombia","Man-made - Fire and Explosions",4,3
"1976/10","FLOOD",1,5,3,20,312,130,"Colombia","Natural - Hydrological",4,7
"1976/10","LANDSLIDE",94,55,23,60,300,625,"Colombia","Natural - Geological",4,6
"1976/10","RAIN",1,1,1,60,153,625,"Colombia","Natural - Meteorological",4,8
"1976/10","STORM",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1976/10","STRONGWIND",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1976/11","EXPLOSION",3,10,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1976/11","FIRE",3,1,12,60,153,625,"Colombia","Man-made - Fire and Explosions",4,3
"1976/11","FLOOD",3,5,12,60,153,625,"Colombia","Natural - Hydrological",4,7
"1976/11","INTOXICACION",3,227,12,60,153,625,"Colombia","Man-made - Pollution",4,4
"1976/11","LANDSLIDE",10,2,10,60,153,625,"Colombia","Natural - Geological",4,6
"1976/11","RAIN",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1976/11","SPATE",11,5,30,60,153,625,"Colombia","Other",4,9
"1976/11","STORM",3,5,12,60,153,625,"Colombia","Natural - Meteorological",4,8
"1976/11","STRUCTURE",3,5,12,60,153,625,"Colombia","Other",4,9
"1976/11","SURGE",3,5,12,60,153,625,"Colombia","Natural - Hydrological",4,7
"1976/12","FIRE",3,5,12,60,153,9,"Colombia","Man-made - Fire and Explosions",4,3
"1976/12","FLOOD",4,5,12,60,153,20,"Colombia","Natural - Hydrological",4,7
