Year - Month,Event, DataCards, Deaths, Injured, Missing, Houses Destroyed, Houses Damaged, Directly affected, Indirectly Affected, Relocated, Evacuated
2006/06,STRONG RAIN,28,,,,,,,,,
2006/07,MEASLE,13,,49,,,,,,,
2006/07,MENINGITIS,81,22,107,,,,,,,
2006/07,STRONG RAIN,70,,,,,,,,,
2006/08,MEASLE,13,,28,,,,,,,
2006/08,MENINGITIS,37,6,47,,,,,,,
2006/08,STRONG RAIN,89,,,,,,,,,
2006/09,MEASLE,2,,2,,,,,,,
2006/09,MENINGITIS,36,6,52,,,,,,,
2006/09,STRONG RAIN,33,,,,,,,,,
2006/10,MEASLE,6,,8,,,,,,,
2006/10,MENINGITIS,78,22,125,,,,,,,
2006/10,STRONG RAIN,4,,,,,,,,,
2006/11,DROUGHT,45,,,,,,,633203,,
2006/11,MEASLE,7,,7,,,,,,,
2006/11,MENINGITIS,81,18,151,,,,,,,
2006/12,MEASLE,6,,6,,,,,,,
2006/12,MENINGITIS,101,29,238,,,,,,,
2007/00,FLOOD,38,46,67,,,,114918,,,
2007/01,MEASLE,18,,26,,,,,,,
2007/01,MENINGITIS,239,144,1300,,,,,,,
2007/01,TRAFIC ACCIDENT,1,3,6,,,,,,,
2007/02,MEASLE,20,,27,,,,,,,
2007/02,MENINGITIS,201,287,3625,,,,,,,
2007/02,STRONG RAIN,1,,,,,,,,,
2007/03,LANDSLIDE,1,3,,,,,,,,
2007/03,MEASLE,15,,26,,,,,,,
2007/03,MENINGITIS,215,864,13456,,,,,,,
2007/03,STRONG RAIN,2,,,,,,,,,
2007/04,CONSTRUCTION COLLAPSE,1,2,,,,,,,,
2007/04,MEASLE,13,,14,,,,,,,
2007/04,MENINGITIS,261,346,5701,,,,,,,
2007/04,STRONG RAIN,12,,,,,,,,,
2007/05,DROWNING,1,2,,,,,,,,
2007/05,MEASLE,8,,18,,,,,,,
2007/05,MENINGITIS,171,49,510,,,,,,,
2007/05,STRONG RAIN,29,,,,,,,,,
2007/06,DROWNING,1,2,,,,,,,,
2007/06,MEASLE,5,,5,,,,,,,
2007/06,MENINGITIS,97,35,180,,,,,,,
2007/06,STRONG RAIN,53,6,,,,,,,,
2007/07,MEASLE,9,,9,,,,,,,
2007/07,MENINGITIS,75,11,105,,,,,,,
2007/07,STRONG RAIN,94,,,,,,,,,
2007/08,DROWNING,2,4,,,,,,,,
2007/08,MEASLE,1,,1,,,,,,,
2007/08,MENINGITIS,43,7,51,,,,,,,
2007/08,STRONG RAIN,118,,,,,,,,,
2007/09,MEASLE,3,,3,,,,,,,
2007/09,MENINGITIS,42,9,74,,,,,,,
2007/09,STRONG RAIN,45,,,,,,,,,
2007/09,TRAFIC ACCIDENT,1,5,,,,,,,,
2007/10,MEASLE,8,,10,,,,,,,
2007/10,MENINGITIS,86,39,183,,,,,,,
2007/10,STRONG RAIN,10,,,,,,,,,
2007/10,TRAFIC ACCIDENT,1,5,,,,,,,,
2007/11,CONSTRUCTION COLLAPSE,1,2,,,,,,,,
2007/11,DROUGHT,45,,,,,,,1598385,,
2007/11,MEASLE,3,,3,,,,,,,
2007/11,MENINGITIS,109,39,196,,,,,,,
2007/11,STRONG RAIN,1,,,,,,,,,
2007/12,MEASLE,8,,8,,,,,,,
2007/12,MENINGITIS,170,54,434,,,,,,,
2008/01,MEASLE,10,,11,,,,,,,
2008/01,MENINGITIS,204,129,928,,,,,,,
2008/01,TRAFIC ACCIDENT,2,11,33,,,,,,,
2008/02,DROWNING,1,1,,,,,,,,
2008/02,MEASLE,13,,18,,,,,,,
2008/02,MENINGITIS,233,217,2138,,,,,,,
2008/02,STRONG RAIN,1,,,,,,,,,
2008/03,DROWNING,1,1,,,,,,,,
2008/03,MEASLE,34,,82,,,,,,,
2008/03,MENINGITIS,298,350,4004,,,,,,,
2008/03,STRONG RAIN,1,,,,,,,,,
2008/03,TRAFIC ACCIDENT,1,8,,,,,,,,
2008/04,DROWNING,1,2,,,,,,,,
2008/04,MEASLE,46,,293,,,,,,,
2008/04,MENINGITIS,217,176,1976,,,,,,,
2008/04,STRONG RAIN,5,,,,,,,,,
2008/04,TRAFIC ACCIDENT,3,9,11,,,,,,,
2008/05,MEASLE,63,,307,,,,,,,
2008/05,MENINGITIS,148,36,307,,,,,,,
2008/05,STRONG RAIN,15,,,,,,,,,
2008/06,MEASLE,56,,214,,,,,,,
2008/06,MENINGITIS,120,20,177,,,,,,,
2008/06,STRONG RAIN,34,,,,,,,,,
2008/06,TRAFIC ACCIDENT,1,,7,,,,,,,
2008/07,DROWNING,1,1,,,,,,,,
2008/07,FLOOD,2,22,,,,,,,,
2008/07,MEASLE,32,,99,,,,,,,
2008/07,MENINGITIS,57,14,80,,,,,,,
